id,domain,channel,message,subject,intent,issue,technique,phishing,sender,label
fabf0f98-a34f-43bd-8179-dfe996be32da,Other,Inbound,Good,,General Enquiry,General Enquiry - Good ,,False,,customer_support
3360f542-fb08-4cc0-ae54-4a9574c12092,E-commerce/Retail,Inbound,Good ??,,Installation/demo,Installation/demo - Good ??,,False,,customer_support
6bcab5ce-c189-49d7-a308-8ed3690c0e5e,E-commerce/Retail,Inbound,Polite person very nice to talking,,Fraudulent User,Fraudulent User - Polite person very nice to talking ,,False,,customer_support
9615a44e-ba34-4213-af1f-b3f60c98b58a,E-commerce/Retail,Outcall,Good,,Reverse Pickup Enquiry,Reverse Pickup Enquiry - Good,,False,,customer_support
b10648e9-66b2-431a-be53-2d2018b3cb58,E-commerce/Retail,Inbound,bad costomer serviceReceive damage produt3 time return requestBut not accept returnApproval  bad experience Shopzilla.Shopzilla cheater companyI am file case custmor courtAgainst Shopzilla....,,Fraudulent User,Fraudulent User -   bad costomer serviceReceive damage produt3 time return requestBut not accept returnApproval  bad e,,False,,customer_support
e2b07396-5680-47d3-99cb-db0354046fa8,Other,Outcall,Thank you miss apurva,,Product Specific Information,Product Specific Information - Thank you miss apurva ,,False,,customer_support
68c78bfc-8685-467d-adf0-2696c1666e42,Other,Inbound,Good,,General Enquiry,General Enquiry - Good,,False,,customer_support
c6d76d95-9c08-4652-9631-167b065ad183,E-commerce/Retail,Inbound,Very good,,Reverse Pickup Enquiry,Reverse Pickup Enquiry - Very good ,,False,,customer_support
44936c03-c0de-4b12-82bd-6a8bad3aa686,Other,Inbound,Good support...,,Product Specific Information,Product Specific Information - Good support...,,False,,customer_support
70d3a0eb-6296-4d57-972c-0279f4df75b2,Banking/Finance,Outcall,Best ??,,Refund Enquiry,Refund Enquiry - Best ?? ,,False,,customer_support
413b5131-a2a4-49fd-bd56-3a6b056adae5,E-commerce/Retail,Inbound,Not having a intention to resolved the complaint,,Order status enquiry,Order status enquiry - Not having a intention to resolved the complaint ,,False,,customer_support
b77190e9-992d-49a0-97a2-d9ae7fbc3bb7,E-commerce/Retail,Outcall,Bastard executive third class service by Shopzilla,,Order status enquiry,Order status enquiry - Bastard executive third class service by Shopzilla,,False,,customer_support
1fbc9c09-5534-4129-b77b-e49437c106a9,E-commerce/Retail,Outcall,Best platform in Shopzilla,,Reverse Pickup Enquiry,Reverse Pickup Enquiry - Best platform in Shopzilla ,,False,,customer_support
c78c26cf-0909-4aba-beb9-8973e25b22b3,E-commerce/Retail,Outcall,It's awful that half of the items from the order goes missing. Plus the effort to reach out to the customer support and delivery executive is just on another level... Never going to waste my time and money on Shopzilla again ever.The last lady was the o ky person amongst the last 3-4 calls that could atleast refund my money.,,Fraudulent User,Fraudulent User - It's awful that half of the items from the order goes missing. Plus the effort to reach out to the c,,False,,customer_support
bfc92186-6156-4772-a053-d397cc37a909,E-commerce/Retail,Inbound,When the fault is with Shopzilla delivery issue then you are suppose to compensate the customer because I have not gone to work because delivery was scheduled and you guys didn't call or email that it is not getting delivery It's the worst service ever and I am posting the call recording and my order details on   let's see what the world has to say,,Delayed,Delayed - When the fault is with Shopzilla delivery issue then you are suppose to compensate the customer beca,,False,,customer_support
8d3bd8a3-cf7d-4a8f-9888-4c96923fa40e,E-commerce/Retail,Inbound,Customer cut my call not resolved my problem,,Reverse Pickup Enquiry,Reverse Pickup Enquiry - Customer cut my call not resolved my problem ,,False,,customer_support
e817cda0-0d63-4c30-8e4b-5a6b8cb6f908,Other,Inbound,Good,,UnProfessional Behaviour,UnProfessional Behaviour - Good ,,False,,customer_support
49395ead-ee31-46c2-9ee5-f003f2c8ecec,E-commerce/Retail,Inbound,"Most of the service centres were closed, as per Google no updated information related closure of service centers.Kindly do the needful as today it was very hassle for me to find the service centre",,Service Centres Related,"Service Centres Related - Most of the service centres were closed, as per Google no updated information related closure of ser",,False,,customer_support
260eb9ef-9b52-4ae0-88d6-c99ecd425030,E-commerce/Retail,Inbound,Iam happy??,,Reverse Pickup Enquiry,Reverse Pickup Enquiry - Iam happy??,,False,,customer_support
1aa6245d-bfce-4218-914f-86bf8b1dcea5,E-commerce/Retail,Inbound,Done,,Missing,Missing - Done,,False,,customer_support
467388d2-9814-408f-9d56-2a4c3dd98e03,E-commerce/Retail,Inbound,Good,,Reverse Pickup Enquiry,Reverse Pickup Enquiry - Good,,False,,customer_support
5745014d-bf67-46e6-905a-4fad0d8a10e3,Other,Inbound,Thanks,,Product Specific Information,Product Specific Information - Thanks ,,False,,customer_support
868844ad-22d1-41ff-888a-96e275588f54,Banking/Finance,Inbound,Do double check the quality of product listed on your platform. Most of the time descriptions are not matching.,,Refund Enquiry,Refund Enquiry - Do double check the quality of product listed on your platform. Most of the time descriptions are no,,False,,customer_support
6ac28ff2-6e6b-487d-a43a-a60d73afe0fe,E-commerce/Retail,Inbound,..my problem is now solved... She is very conventional and rare piece.. ??,,Fraudulent User,Fraudulent User - ..my problem is now solved... She is very conventional and rare piece.. ??,,False,,customer_support
9a5d27c7-abad-49e9-84f6-13eb827bacfa,E-commerce/Retail,Outcall,Good,,Exchange / Replacement,Exchange / Replacement - Good ,,False,,customer_support
582967c3-7c2f-4e86-9b98-2ae738ba007e,E-commerce/Retail,Outcall,Good,,Return request,Return request - Good ,,False,,customer_support
aa34502e-5cf8-46f3-8d33-ef9864cfbee4,E-commerce/Retail,Inbound,Nothing to say Worthless services from seller point,,Return request,Return request - Nothing to say Worthless services from seller point ,,False,,customer_support
b54e2808-7d2d-4dec-bf77-220e963ca6e8,Other,Outcall,Thank you for customer care executive,,Return cancellation,Return cancellation - Thank you for customer care executive,,False,,customer_support
9585b784-322d-4975-a5e4-a0f3b1a36ce5,E-commerce/Retail,Inbound,Shopzilla ??,,Seller Cancelled Order,Seller Cancelled Order - Shopzilla ??,,False,,customer_support
562bc974-be30-4fbf-bba3-4a1fbd5342ed,E-commerce/Retail,Inbound,Love you Mam,,Order status enquiry,Order status enquiry - Love you Mam,,False,,customer_support
426ac8f5-328c-4722-8e2c-7f186b12ff5c,E-commerce/Retail,Inbound,Very good,,Damaged,Damaged - Very good,,False,,customer_support
d6c38ca7-8fee-4eb3-8b6f-bde54b2d4e07,E-commerce/Retail,Inbound,I am happy and she resolved my problem quickly.Thank her.,,Return request,Return request - I am happy and she resolved my problem quickly.Thank her.,,False,,customer_support
d42b0af3-a860-444d-98d1-01199853185d,Banking/Finance,Outcall,Your support for customer is good,,Payment related Queries,Payment related Queries - Your support for customer is good ,,False,,customer_support
42d384f8-4d39-48b4-9402-6a354fb58d42,E-commerce/Retail,Inbound,Worste experience I have faced Shopzilla app,,Order status enquiry,Order status enquiry - Worste experience I have faced Shopzilla app,,False,,customer_support
98000120-67b8-453a-a672-98612540d564,E-commerce/Retail,Inbound,Not good,,Order status enquiry,Order status enquiry - Not good,,False,,customer_support
b8a50c9a-904c-411f-8dcf-2399553ba9d4,E-commerce/Retail,Inbound,Good service,,Return request,Return request - Good service ,,False,,customer_support
365ff87d-927c-4578-8a4b-96de767bd2c8,E-commerce/Retail,Email,I tried too much time but my problem is not solved till now,,Reverse Pickup Enquiry,Reverse Pickup Enquiry - I tried too much time but my problem is not solved till now ,,False,,customer_support
19e8b209-3af8-4a71-8aac-5156555b8c0b,E-commerce/Retail,Inbound,Over all ok,,Exchange / Replacement,Exchange / Replacement - Over all ok,,False,,customer_support
1051d6bb-d267-44b4-926e-4398bc877258,E-commerce/Retail,Email,My item was not refunded,,Installation/demo,Installation/demo - My item was not refunded,,False,,customer_support
fc2828ab-3f59-4259-8590-2a221aea4a0c,Other,Inbound,E,,Product Specific Information,Product Specific Information - E,,False,,customer_support
ef6905e4-a31b-4755-bc4e-b39dcd36c26a,E-commerce/Retail,Outcall,Ok,,Invoice request,Invoice request - Ok,,False,,customer_support
61b8058a-e422-4073-a5c1-4530f727355d,E-commerce/Retail,Inbound,Very poor,,Reverse Pickup Enquiry,Reverse Pickup Enquiry - Very poor ,,False,,customer_support
e5f3d1c1-f1d1-44e6-9dc5-9f41dc15ca0c,E-commerce/Retail,Inbound,My problem not sholw,,Fraudulent User,Fraudulent User - My problem not sholw,,False,,customer_support
cdc8d0cc-8ac2-4570-8795-8fbb83d73262,Other,Inbound,Every thing best,,General Enquiry,General Enquiry - Every thing best,,False,,customer_support
4ffb94a4-8c56-4117-b2ba-44e319ef250f,E-commerce/Retail,Inbound,My problem was not resolved.As per my assesment customer care has no power to resolve my issue. So i will file consumer case,,Reverse Pickup Enquiry,Reverse Pickup Enquiry - My problem was not resolved.As per my assesment customer care has no power to resolve my issue. So i,,False,,customer_support
bcb6bc81-9f13-4c6a-b38d-21064c5c4023,E-commerce/Retail,Inbound,Customer care sir baat     ko solve kiye main aap ko 100 me se 100 nomber deta hun,,Return request,Return request - Customer care sir baat     ko solve kiye main aap ko 100 me se 100 nomber deta hun,,False,,customer_support
23a33798-086f-4e63-b4f4-58bde4720971,Other,Inbound,Please delevry every order timely,,Shopzila Premium Related,Shopzila Premium Related - Please delevry every order timely,,False,,customer_support
de258998-3a67-4d89-a598-597c078b9602,E-commerce/Retail,Inbound,Worst,,Fraudulent User,Fraudulent User - Worst,,False,,customer_support
824c0a8e-2478-4162-a727-94b5c276eaa6,Other,Inbound,Ok,,General Enquiry,General Enquiry - Ok,,False,,customer_support
8b082b01-a35e-441d-a31b-2e5fffe8a8ca,E-commerce/Retail,Inbound,Don't delay study material items,,Order status enquiry,Order status enquiry - Don't delay study material items ,,False,,customer_support
10a2f40e-53f5-44e4-bdce-31157af7f4ce,E-commerce/Retail,Inbound,I am satisfied with you,,Reverse Pickup Enquiry,Reverse Pickup Enquiry - I am satisfied with you ,,False,,customer_support
2d6a1d50-28fa-4ba1-8571-fd1d85db5742,E-commerce/Retail,Outcall,Thanks for support ??,,Return request,Return request - Thanks for support ??,,False,,customer_support
1a20da5e-5a20-426f-877e-63f3a3161e3e,E-commerce/Retail,Inbound,Very good condition,,Reverse Pickup Enquiry,Reverse Pickup Enquiry - Very good condition ,,False,,customer_support
4d7009ab-1bdd-4828-aa37-37b0d48056e4,Other,Outcall,Good behaviour,,Product Specific Information,Product Specific Information - Good behaviour,,False,,customer_support
d6372fc5-1552-4369-87e9-adfc30f55f4c,Banking/Finance,Inbound,Nice talking ??,,Refund Enquiry,Refund Enquiry - Nice talking ??,,False,,customer_support
5bf90294-b4b5-44a7-9d8e-d1859bbafac3,E-commerce/Retail,Outcall,Very good,,Order status enquiry,Order status enquiry - Very good ,,False,,customer_support
fd1d40c0-6944-446a-984f-e4586336d7cf,E-commerce/Retail,Inbound,Thank you,,Order status enquiry,Order status enquiry - Thank you,,False,,customer_support
32291afc-c7b5-4365-a1a6-3771879d41e6,Other,Inbound,"Gud work,gud product, gud product delivery work,gud packaging, gud customer service.",,Product Specific Information,"Product Specific Information - Gud work,gud product, gud product delivery work,gud packaging, gud customer service. ",,False,,customer_support
a387f592-1e59-444a-9a89-f55827d4444a,E-commerce/Retail,Outcall,Thank you (Rakhe),,Reverse Pickup Enquiry,Reverse Pickup Enquiry - Thank you (Rakhe),,False,,customer_support
c00ab3a3-b4db-4152-be2a-fd86c3287c8d,E-commerce/Retail,Inbound,This girl was very sweet and customer friendly. Very polite in nature.,,Delayed,Delayed - This girl was very sweet and customer friendly. Very polite in nature.,,False,,customer_support
baebd709-e6d1-43b4-a6e2-7db7f4851f8c,Other,Outcall,Refund details more enhancing wil be greatful,,UnProfessional Behaviour,UnProfessional Behaviour - Refund details more enhancing wil be greatful,,False,,customer_support
c832ade5-5e8d-495f-b593-0492871945cc,E-commerce/Retail,Inbound,Shopzilla only make me fool. you people looted my hard core money. Shopzilla is fraud.......,,Service Centres Related,Service Centres Related - Shopzilla only make me fool. you people looted my hard core money. Shopzilla is fraud.......  ,,False,,customer_support
1e0d166a-2d4d-421f-b1e9-313c30247e19,E-commerce/Retail,Inbound,Good at customer relations.,,Reverse Pickup Enquiry,Reverse Pickup Enquiry - Good at customer relations.,,False,,customer_support
012831c2-984c-4337-aa03-0a6a70a05815,E-commerce/Retail,Inbound,no,,Delayed,Delayed - no,,False,,customer_support
7c8f2e04-5d55-4447-99c1-edd253b006cc,E-commerce/Retail,Outcall,Thank you Shopzilla,,Delayed,Delayed - Thank you Shopzilla ,,False,,customer_support
016f8af3-10e6-4755-9a4f-5d8bd52b8265,E-commerce/Retail,Inbound,no,,Installation/demo,Installation/demo - no,,False,,customer_support
3fb92044-9476-4c4b-8638-11bd7dfc461c,Telecom,Inbound,Good,,Order status enquiry,Order status enquiry - Good ,,False,,customer_support
e7d10684-ffe4-461b-a393-597c479e5105,E-commerce/Retail,Inbound,Sftsfseg,,Order status enquiry,Order status enquiry - Sftsfseg,,False,,customer_support
18b21f3c-828b-446d-9f43-af4202267456,Other,Inbound,Very bad service I never dreamed,,Product Specific Information,Product Specific Information - Very bad service I never dreamed,,False,,customer_support
9ca08b16-5465-4598-9277-29fb21e1150e,E-commerce/Retail,Inbound,Resolve my problem immediately otherwise I will file a case,,Order status enquiry,Order status enquiry - Resolve my problem immediately otherwise I will file a case ,,False,,customer_support
4cd3d5dc-6526-4783-b8b9-2fe52c1885e9,Other,Outcall,Nice parson,,Signup Issues,Signup Issues - Nice parson,,False,,customer_support
b781e6eb-3468-4d7d-a7dd-fef5a2023cda,E-commerce/Retail,Inbound,Customer care are very good. But problem is not solved yet.,,Reverse Pickup Enquiry,Reverse Pickup Enquiry - Customer care are very good. But problem is not solved yet.,,False,,customer_support
316ecee2-1d5e-475f-846b-faef4851c329,E-commerce/Retail,Inbound,Nice,,Return request,Return request - Nice,,False,,customer_support
ab8a4727-6f16-4943-9032-7b63ab29f9cd,E-commerce/Retail,Inbound,They should need to answer the specific question of the customer instead stating \u2018 I truly understand your concern\u2019.,,Delayed,Delayed - They should need to answer the specific question of the customer instead stating \u2018 I truly unde,,False,,customer_support
57498bda-bd0d-4cfa-99c4-fed1cb6d640f,Telecom,Outcall,"Senior executive was not trying to help me out ,she only says casually that sir please wait ,but didn't proving any solution.she don't wanna listen any thing,she only thing same word that wait.very poor system of Shopzilla if they don't have capability to deliver order in a time so why they given assured delivery and anything earlier they cancel my one order from Shopzilla end and now it's second time that they doing same with me same procedure ...very pathetic system and very worst system",,Delayed,"Delayed - Senior executive was not trying to help me out ,she only says casually that sir please wait ,but did",,False,,customer_support
30d1ebe1-a3f3-4ca6-81ab-bb6da6e44a54,E-commerce/Retail,Inbound,Nyc,,Reverse Pickup Enquiry,Reverse Pickup Enquiry - Nyc,,False,,customer_support
0df42143-76c1-4411-9344-10b5ffc037b0,Other,Inbound,Nice one,,General Enquiry,General Enquiry - Nice one ,,False,,customer_support
5a5ca47b-f6ce-40d1-9e42-1951704f938e,Other,Inbound,"Sellers should deliver same product shown in Shopzilla. More than often, I have received different products or same product but in different colour.",,Return cancellation,"Return cancellation - Sellers should deliver same product shown in Shopzilla. More than often, I have received different p",,False,,customer_support
4b573d37-fdde-42d6-8866-c3e3ac18460f,E-commerce/Retail,Inbound,Why you people didn't resolved my issue my product is damage so please return that technician coming from bajaj service center he said product is damage so please return that as soon as possible ??,,Reverse Pickup Enquiry,Reverse Pickup Enquiry - Why you people didn't resolved my issue my product is damage so please return that technician coming,,False,,customer_support
7374b31f-fd28-4841-86c9-5ae7418e1943,E-commerce/Retail,Outcall,Return issue plzz solve my problem,,Reverse Pickup Enquiry,Reverse Pickup Enquiry - Return issue plzz solve my problem,,False,,customer_support
3ecf7b56-0c19-4c5d-bc2f-c2e8910e5f69,Other,Inbound,Good communication,,UnProfessional Behaviour,UnProfessional Behaviour - Good communication,,False,,customer_support
ad2ca970-5d14-4cde-93d3-993943dfbf8b,Other,Inbound,Little bit anger and arguement with me overall I give good rating I know u will improve best of luck,,Seller onboarding,Seller onboarding - Little bit anger and arguement with me overall I give good rating I know u will improve best of luck,,False,,customer_support
1f464e78-1395-4d34-8f0f-3bcccadbd9d3,E-commerce/Retail,Outcall,No comments,,Reverse Pickup Enquiry,Reverse Pickup Enquiry - No comments ,,False,,customer_support
f045a221-8fc4-4d1d-92c1-b2c09cc3c11b,E-commerce/Retail,Outcall,"Please give customer support in Bengali language, it will be really helpful",,Invoice request,"Invoice request - Please give customer support in Bengali language, it will be really helpful ",,False,,customer_support
58b6b299-7f12-4177-b804-d026a8576c2e,Banking/Finance,Inbound,You can't Customer according program and work.,,Wallet related,Wallet related - You can't Customer according program and work.,,False,,customer_support
920ebad6-9883-4b14-9be7-fd9e1ff18808,E-commerce/Retail,Inbound,Good ??,,Order status enquiry,Order status enquiry - Good ?? ,,False,,customer_support
a5aff66c-e130-4da6-93c6-d81e1ee27769,E-commerce/Retail,Inbound,Good,,Reverse Pickup Enquiry,Reverse Pickup Enquiry - Good ,,False,,customer_support
02ad214a-1062-4fe3-8b20-4b11cddd148e,Telecom,Inbound,Thank you,,Order status enquiry,Order status enquiry - Thank you,,False,,customer_support
7595939c-dd1e-466f-ab23-59dae3ec74eb,E-commerce/Retail,Outcall,I am really happy to talk to her about my product problem,,Return request,Return request - I am really happy to talk to her about my product problem ,,False,,customer_support
f46ecc6f-c102-4cb9-ab5e-70f4ef2066cc,Other,Inbound,Very poor,,Product Specific Information,Product Specific Information - Very poor,,False,,customer_support
5ab71852-04f3-4d84-b2a6-992e4d44ed1f,E-commerce/Retail,Inbound,Thanku customer support executive ???? you solved my problem,,Wrong,Wrong - Thanku customer support executive ???? you solved my problem ,,False,,customer_support
e60ea069-3ac9-4240-b7ef-aeb4e52c5100,E-commerce/Retail,Inbound,"This feedback not to the executive but it's too Shopzilla, I have not ordered my order from SuperBuy because u guys were delivering one day prior to SuperBuy and now it's completely delay by 3 days. It's not acceptable, needs to understand few things we ordered to get on time due to some priority. After a long time I have ordered from Shopzilla but u guys disappointed completely. I m using SuperBuy only due to quality of service and they are very very far better then Shopzilla.",,Delayed,"Delayed - This feedback not to the executive but it's too Shopzilla, I have not ordered my order from SuperBuy",,False,,customer_support
e7eb40fe-fcdf-449c-afac-c2169788715f,E-commerce/Retail,Outcall,Good thanks,,Reverse Pickup Enquiry,Reverse Pickup Enquiry - Good thanks ,,False,,customer_support
c8e90b0b-2b93-4be8-a139-7c8473481f47,E-commerce/Retail,Inbound,"Very good solution provide by staff, Good gesture keep it up",,Missing,"Missing - Very good solution provide by staff, Good gesture keep it up ",,False,,customer_support
f98eb927-e33c-473e-8fcd-22d25681f409,Telecom,Inbound,Thank,,Delayed,Delayed - Thank ,,False,,customer_support
8a52db0e-f8aa-40c1-9929-2d8961be31a2,Other,Inbound,"If not return, an exchange offer must be there for any order. And a verification and of the seller and quality check must be done before let them sell things. Many of us are having issues of getting wrong or less products on Shopzilla. It needs to be checked and those sellers who are sending wrong products to the customers, should be banned from here. People are loosing trust of Shopzilla. Do something about it we move on to something else. Thank you",,Product Specific Information,"Product Specific Information - If not return, an exchange offer must be there for any order. And a verification and of the seller a",,False,,customer_support
432564f0-d480-49ec-a362-3f9ff69c5a49,E-commerce/Retail,Inbound,Thank you   ji for your assistance... thanks a ton,,Return request,Return request - Thank you   ji for your assistance... thanks a ton,,False,,customer_support
88f4752b-2eeb-4d51-8283-de36f6f3de92,E-commerce/Retail,Inbound,I'm very disappointed for customer service... Nobody solved my problem ??,,Reverse Pickup Enquiry,Reverse Pickup Enquiry - I'm very disappointed for customer service... Nobody solved my problem ??,,False,,customer_support
e019834c-6474-41d5-aacc-aceec451644e,E-commerce/Retail,Inbound,My issue is not solved women bawli   and dupatta set for delivered and return but 2 month above there is not send my refund so I request you haliyal branch manager say my refund is sending me plz,,Delayed,Delayed - My issue is not solved women bawli   and dupatta set for delivered and return but 2 month above ther,,False,,customer_support
3b4a9b4d-2c74-44a2-aa6d-db4d7ca9a4bc,E-commerce/Retail,Inbound,It's good??,,Reverse Pickup Enquiry,Reverse Pickup Enquiry - It's good??,,False,,customer_support
0415c8c0-eeae-437f-832d-de74f9bd81e0,E-commerce/Retail,Inbound,Good response,,Installation/demo,Installation/demo - Good response,,False,,customer_support
79036262-6d1b-4420-bcbb-5dd1850907fd,E-commerce/Retail,Inbound,Good customer service,,Missing,Missing - Good customer service ,,False,,customer_support
c1ff9752-3878-49bd-97d1-5836745d07d9,E-commerce/Retail,Inbound,Kindly take actions to delivery executives they mentioned wrong that i disagreed to recieve order. He cancelled my order by himself,,Seller Cancelled Order,Seller Cancelled Order - Kindly take actions to delivery executives they mentioned wrong that i disagreed to recieve order. H,,False,,customer_support
80196493-4743-4a77-b911-6309797e1919,Other,Inbound,Good,,Not Needed,Not Needed - Good ,,False,,customer_support
d7d5218d-c811-4943-9a58-b0a90539d6cb,Telecom,Inbound,Still not resolve problem,,Delayed,Delayed - Still not resolve problem ,,False,,customer_support
2f16e762-6df3-41fb-ac38-9b6d31424b1c,E-commerce/Retail,Inbound,It's communication skills was good,,Reverse Pickup Enquiry,Reverse Pickup Enquiry - It's communication skills was good ,,False,,customer_support
3f427b31-ba96-43e4-9e01-d5227327b5ee,E-commerce/Retail,Inbound,Good,,Fraudulent User,Fraudulent User - Good,,False,,customer_support
db81fafd-cf81-4113-9b8a-4ede0f674223,E-commerce/Retail,Inbound,Ok,,Service Centres Related,Service Centres Related - Ok,,False,,customer_support
2a1ceffd-4af4-4ef8-ac71-1af1ec56a2b2,E-commerce/Retail,Inbound,you have focus to do your delivery things because some product you delivered very let and after duo date,,Order status enquiry,Order status enquiry -  you have focus to do your delivery things because some product you delivered very let and after duo,,False,,customer_support
4d137bfc-0878-4da2-bf81-f0a525423661,Banking/Finance,Outcall,Thank you so much be with me boz I Strongly believe in Shopzilla policy.....,,Refund Related Issues,Refund Related Issues - Thank you so much be with me boz I Strongly believe in Shopzilla policy.....,,False,,customer_support
cdba0867-d01a-421e-8c92-039b65761f65,E-commerce/Retail,Inbound,Nice talking to u mansi,,Reverse Pickup Enquiry,Reverse Pickup Enquiry - Nice talking to u mansi,,False,,customer_support
2178a358-9ca3-4ea4-8d7e-2efa1bb7b8b7,E-commerce/Retail,Inbound,Good,,Reverse Pickup Enquiry,Reverse Pickup Enquiry - Good ,,False,,customer_support
aca0cc96-cade-41ea-a226-0b3cc2b0e44d,Banking/Finance,Email,Worst  seller recently experience from few recent orders,,Refund Enquiry,Refund Enquiry - Worst  seller recently experience from few recent orders ,,False,,customer_support
333782e3-860e-43cc-8195-af8ae986d3df,Banking/Finance,Inbound,Good,,Refund Enquiry,Refund Enquiry - Good,,False,,customer_support
4fcfe1ad-49b8-4b48-ae4a-076e77279d46,E-commerce/Retail,Inbound,Good customer care service,,Reverse Pickup Enquiry,Reverse Pickup Enquiry - Good customer care service ,,False,,customer_support
eb339330-7308-4ebc-87c2-46faf1c0e5a7,E-commerce/Retail,Outcall,it's very bad experience with Shopzilla i was never expected this.,,Service Centres Related,Service Centres Related - it's very bad experience with Shopzilla i was never expected this. ,,False,,customer_support
c52ba308-7845-4899-ac22-3bb4bacffb2a,E-commerce/Retail,Outcall,Change your delivery agent who cancels orders at his own whim &fancyTrace the delivery boy whom I contacted on two days. He says he is definitely delivering but has the cheeks to cancel the order.Create a system for black dot on his performance.  The delivery agent needs to check for canceling the order. Make a system where cancelation can be done only by customer In case the delivery agent is doing he shbe able to do on an OTP from the customer It is 3 to 4 time this has happened to meFor their doings I have to go through the process of reordering.It is preposterous,,Delayed,Delayed - Change your delivery agent who cancels orders at his own whim &fancyTrace the delivery boy whom I co,,False,,customer_support
0591ced4-d0de-4397-949d-7746d175854c,Other,Inbound,Very good,,UnProfessional Behaviour,UnProfessional Behaviour - Very good,,False,,customer_support
4747113a-2d39-4cc2-abd0-a3fc4a5c67c4,E-commerce/Retail,Inbound,All executive are so sweet and very helpful,,Fraudulent User,Fraudulent User - All executive are so sweet and very helpful,,False,,customer_support
020f7a89-a73d-4c87-9bb9-70f62cfe0805,Banking/Finance,Inbound,Refund process is not good team Shopzilla,,Refund Related Issues,Refund Related Issues - Refund process is not good team Shopzilla,,False,,customer_support
7b6f1f9a-865c-430c-bc4a-ee669592b5b9,E-commerce/Retail,Outcall,good support,,Invoice request,Invoice request - good support,,False,,customer_support
ac0db5bf-1f24-4471-a473-e4027a0407ed,E-commerce/Retail,Inbound,Very nice effort by the executive.,,Seller Cancelled Order,Seller Cancelled Order - Very nice effort by the executive.,,False,,customer_support
ab01360b-04b7-4a78-b672-a1ce66312e50,Other,Inbound,Ok,,Product Specific Information,Product Specific Information - Ok,,False,,customer_support
f38698d8-158e-4a1a-a896-029a5b94679a,E-commerce/Retail,Inbound,Thank you   ??,,Order status enquiry,Order status enquiry - Thank you   ??,,False,,customer_support
68caa36c-5a80-4e7f-a819-521f249de511,Banking/Finance,Inbound,Thnks,,Refund Related Issues,Refund Related Issues - Thnks,,False,,customer_support
6e1b5770-bd41-4cc0-9595-d175b5daee24,E-commerce/Retail,Inbound,Ensure product seal before dispatching,,Return request,Return request - Ensure product seal before dispatching ,,False,,customer_support
30ac64c8-ea12-41c1-94ea-7a22525c08a1,Telecom,Outcall,"If I pay a full payment for any item then why I get the same item by delaying by a week . Major issue is deleyed delivery of item .What if it is any kind of critical medicine and more, I'm not happy with this delayed delivery . Try to deliver the same item as soon as possible",,Order status enquiry,Order status enquiry - If I pay a full payment for any item then why I get the same item by delaying by a week . Major issu,,False,,customer_support
d3aa6bbd-06ab-4e3f-8fc7-2155db3d1c48,Other,Inbound,"My problem are not solved but last time customer executive say please hold the call , but not fulfill my complain",,Product Specific Information,"Product Specific Information - My problem are not solved but last time customer executive say please hold the call , but not fulfil",,False,,customer_support
4832ad85-742b-4452-87e4-d2f9b5831314,E-commerce/Retail,Inbound,Good ??,,Installation/demo,Installation/demo - Good ??,,False,,customer_support
382b4481-6b23-48d3-b9ac-65adaf5117e1,Other,Inbound,Excellent,,General Enquiry,General Enquiry - Excellent ,,False,,customer_support
af8b0468-0959-4e96-b0a3-884c7096b3cf,E-commerce/Retail,Inbound,Product is wholly dead sing long but it was not replaced yet. Expect better response from Shopzilla,,Installation/demo,Installation/demo - Product is wholly dead sing long but it was not replaced yet. Expect better response from Shopzilla ,,False,,customer_support
eea1948a-f43f-4b07-ba0a-8a9c1a34b22f,Telecom,Inbound,5 star rating,,Order status enquiry,Order status enquiry - 5 star rating,,False,,customer_support
946cd85d-e58b-4252-b7cc-217e2d35b53a,Other,Inbound,Excellent,,General Enquiry,General Enquiry - Excellent ,,False,,customer_support
0e079456-acb6-4e50-af09-c48dcf7c63b4,E-commerce/Retail,Inbound,Plz provide genuine product,,Missing,Missing - Plz provide genuine product,,False,,customer_support
b33d249c-8fc3-4c60-8841-59a60c489b88,E-commerce/Retail,Inbound,Thank you,,Reverse Pickup Enquiry,Reverse Pickup Enquiry - Thank you ,,False,,customer_support
06b92d02-098b-438b-ace1-888dfba94ec6,Other,Inbound,Problem is not sloved2 month finish already,,UnProfessional Behaviour,UnProfessional Behaviour - Problem is not sloved2 month finish already,,False,,customer_support
79e4af98-5b86-4ca9-a584-2e1cc72dd103,E-commerce/Retail,Inbound,"Kindly, work on return pickup..there is a lot postpone issue again & again I got fed-up with this repeated process",,Return request,"Return request - Kindly, work on return pickup..there is a lot postpone issue again & again I got fed-up with this re",,False,,customer_support
a69c0c49-6f52-411f-a81e-df0be278a150,Other,Inbound,Delivery boys behaviour,,UnProfessional Behaviour,UnProfessional Behaviour - Delivery boys behaviour ,,False,,customer_support
045541c2-9112-4d91-ad2f-5d949b287818,E-commerce/Retail,Outcall,Good information,,Order status enquiry,Order status enquiry - Good information ,,False,,customer_support
0b7bfc7c-78d1-4e73-8fa6-fdc03475a02e,E-commerce/Retail,Inbound,Thank you,,Fraudulent User,Fraudulent User - Thank you ,,False,,customer_support
